"i","N","p_hat"
218,183,3.40461189098842e-05
219,196,3.64646956630454e-05
220,166,3.08833646942119e-05
221,185,3.44182076411398e-05
222,181,3.36740301786286e-05
223,190,3.53484294692787e-05
224,185,3.44182076411398e-05
225,149,2.77206104785396e-05
226,143,2.66043442847729e-05
227,178,3.31158970817453e-05
228,177,3.29298527161175e-05
229,137,2.54880780910062e-05
230,177,3.29298527161175e-05
231,145,2.69764330160285e-05
232,179,3.33019414473731e-05
233,171,3.18135865223508e-05
234,179,3.33019414473731e-05
235,163,3.03252315973286e-05
236,180,3.34879858130009e-05
237,149,2.77206104785396e-05
238,138,2.5674122456634e-05
239,168,3.12554534254675e-05
240,138,2.5674122456634e-05
241,165,3.06973203285841e-05
242,164,3.05112759629563e-05
243,167,3.10694090598397e-05
244,141,2.62322555535173e-05
245,147,2.7348521747284e-05
246,144,2.67903886504007e-05
247,153,2.84647879410507e-05
248,150,2.79066548441674e-05
249,135,2.51159893597506e-05
250,138,2.5674122456634e-05
251,134,2.49299449941229e-05
252,138,2.5674122456634e-05
253,129,2.39997231659839e-05
254,125,2.32555457034728e-05
255,138,2.5674122456634e-05
256,140,2.60462111878896e-05
257,133,2.47439006284951e-05
258,130,2.41857675316117e-05
259,125,2.32555457034728e-05
260,126,2.34415900691006e-05
261,124,2.3069501337845e-05
262,132,2.45578562628673e-05
263,119,2.21392795097061e-05
264,118,2.19532351440783e-05
265,122,2.26974126065895e-05
266,137,2.54880780910062e-05
267,98,1.82323478315227e-05
268,114,2.12090576815672e-05
269,113,2.10230133159394e-05
270,119,2.21392795097061e-05
271,124,2.3069501337845e-05
272,106,1.97207027565449e-05
273,113,2.10230133159394e-05
274,124,2.3069501337845e-05
275,123,2.28834569722172e-05
276,102,1.89765252940338e-05
277,105,1.95346583909172e-05
278,100,1.86044365627783e-05
279,117,2.17671907784506e-05
280,102,1.89765252940338e-05
281,103,1.91625696596616e-05
282,91,1.69300372721282e-05
283,124,2.3069501337845e-05
284,111,2.06509245846839e-05
285,97,1.80463034658949e-05
286,117,2.17671907784506e-05
287,94,1.74881703690116e-05
288,103,1.91625696596616e-05
289,102,1.89765252940338e-05
290,100,1.86044365627783e-05
291,95,1.76742147346393e-05
292,78,1.4511460518967e-05
293,95,1.76742147346393e-05
294,97,1.80463034658949e-05
295,91,1.69300372721282e-05
296,118,2.19532351440783e-05
297,108,2.00927914878005e-05
298,95,1.76742147346393e-05
299,98,1.82323478315227e-05
300,88,1.63719041752449e-05
301,96,1.78602591002671e-05
302,96,1.78602591002671e-05
303,80,1.48835492502226e-05
304,98,1.82323478315227e-05
305,81,1.50695936158504e-05
306,96,1.78602591002671e-05
307,78,1.4511460518967e-05
308,84,1.56277267127337e-05
309,74,1.37672830564559e-05
310,87,1.61858598096171e-05
311,99,1.84183921971505e-05
312,86,1.59998154439893e-05
313,73,1.35812386908281e-05
314,83,1.54416823471059e-05
315,96,1.78602591002671e-05
316,95,1.76742147346393e-05
317,67,1.24649724970614e-05
318,71,1.32091499595726e-05
319,86,1.59998154439893e-05
320,95,1.76742147346393e-05
321,82,1.52556379814782e-05
322,75,1.39533274220837e-05
323,74,1.37672830564559e-05
324,74,1.37672830564559e-05
325,91,1.69300372721282e-05
326,78,1.4511460518967e-05
327,83,1.54416823471059e-05
328,73,1.35812386908281e-05
329,76,1.41393717877115e-05
330,79,1.46975048845948e-05
331,74,1.37672830564559e-05
332,81,1.50695936158504e-05
333,83,1.54416823471059e-05
334,75,1.39533274220837e-05
335,78,1.4511460518967e-05
336,70,1.30231055939448e-05
337,80,1.48835492502226e-05
338,66,1.22789281314336e-05
339,73,1.35812386908281e-05
340,83,1.54416823471059e-05
341,81,1.50695936158504e-05
342,92,1.7116081637756e-05
343,80,1.48835492502226e-05
344,64,1.19068394001781e-05
345,57,1.06045288407836e-05
346,68,1.26510168626892e-05
347,60,1.1162661937667e-05
348,67,1.24649724970614e-05
349,73,1.35812386908281e-05
350,73,1.35812386908281e-05
351,70,1.30231055939448e-05
352,69,1.2837061228317e-05
353,56,1.04184844751558e-05
354,64,1.19068394001781e-05
355,53,9.86035137827247e-06
356,63,1.17207950345503e-05
357,61,1.13487063032947e-05
358,47,8.74408518450578e-06
359,57,1.06045288407836e-05
360,66,1.22789281314336e-05
361,64,1.19068394001781e-05
362,66,1.22789281314336e-05
363,70,1.30231055939448e-05
364,67,1.24649724970614e-05
365,49,9.11617391576134e-06
366,55,1.0232440109528e-05
367,56,1.04184844751558e-05
368,50,9.30221828138913e-06
369,63,1.17207950345503e-05
370,66,1.22789281314336e-05
371,55,1.0232440109528e-05
372,53,9.86035137827247e-06
373,50,9.30221828138913e-06
374,47,8.74408518450578e-06
375,44,8.18595208762243e-06
376,63,1.17207950345503e-05
377,48,8.93012955013356e-06
378,62,1.15347506689225e-05
379,44,8.18595208762243e-06
380,48,8.93012955013356e-06
381,54,1.00463957439003e-05
382,61,1.13487063032947e-05
383,47,8.74408518450578e-06
384,51,9.48826264701691e-06
385,53,9.86035137827247e-06
386,41,7.62781899073908e-06
387,48,8.93012955013356e-06
388,46,8.558040818878e-06
389,57,1.06045288407836e-05
390,45,8.37199645325021e-06
391,63,1.17207950345503e-05
392,65,1.20928837658059e-05
393,57,1.06045288407836e-05
394,53,9.86035137827247e-06
395,53,9.86035137827247e-06
396,46,8.558040818878e-06
397,59,1.09766175720392e-05
398,44,8.18595208762243e-06
399,45,8.37199645325021e-06
400,48,8.93012955013356e-06
401,50,9.30221828138913e-06
402,58,1.07905732064114e-05
403,47,8.74408518450578e-06
404,44,8.18595208762243e-06
405,49,9.11617391576134e-06
406,50,9.30221828138913e-06
407,48,8.93012955013356e-06
408,43,7.99990772199465e-06
409,54,1.00463957439003e-05
410,46,8.558040818878e-06
411,35,6.51155279697239e-06
412,50,9.30221828138913e-06
413,32,5.95341970008904e-06
414,47,8.74408518450578e-06
415,35,6.51155279697239e-06
416,39,7.25573025948352e-06
417,27,5.02319787195013e-06
418,36,6.69759716260017e-06
419,41,7.62781899073908e-06
420,43,7.99990772199465e-06
421,43,7.99990772199465e-06
422,53,9.86035137827247e-06
423,52,9.67430701264469e-06
424,29,5.39528660320569e-06
425,33,6.13946406571682e-06
426,43,7.99990772199465e-06
427,36,6.69759716260017e-06
428,37,6.88364152822795e-06
429,49,9.11617391576134e-06
430,38,7.06968589385574e-06
431,45,8.37199645325021e-06
432,36,6.69759716260017e-06
433,36,6.69759716260017e-06
434,39,7.25573025948352e-06
435,36,6.69759716260017e-06
436,35,6.51155279697239e-06
437,34,6.32550843134461e-06
438,45,8.37199645325021e-06
439,40,7.4417746251113e-06
440,39,7.25573025948352e-06
441,42,7.81386335636687e-06
442,41,7.62781899073908e-06
443,34,6.32550843134461e-06
444,28,5.20924223757791e-06
445,32,5.95341970008904e-06
446,42,7.81386335636687e-06
447,36,6.69759716260017e-06
448,45,8.37199645325021e-06
449,44,8.18595208762243e-06
450,33,6.13946406571682e-06
451,34,6.32550843134461e-06
452,36,6.69759716260017e-06
453,41,7.62781899073908e-06
454,38,7.06968589385574e-06
455,32,5.95341970008904e-06
456,36,6.69759716260017e-06
457,50,9.30221828138913e-06
458,39,7.25573025948352e-06
459,37,6.88364152822795e-06
460,36,6.69759716260017e-06
461,35,6.51155279697239e-06
462,36,6.69759716260017e-06
463,41,7.62781899073908e-06
464,45,8.37199645325021e-06
465,35,6.51155279697239e-06
466,32,5.95341970008904e-06
467,36,6.69759716260017e-06
468,44,8.18595208762243e-06
469,32,5.95341970008904e-06
470,31,5.76737533446126e-06
471,34,6.32550843134461e-06
472,39,7.25573025948352e-06
473,39,7.25573025948352e-06
474,32,5.95341970008904e-06
475,31,5.76737533446126e-06
476,31,5.76737533446126e-06
477,38,7.06968589385574e-06
478,39,7.25573025948352e-06
479,29,5.39528660320569e-06
480,18,3.34879858130009e-06
481,38,7.06968589385574e-06
482,26,4.83715350632235e-06
483,24,4.46506477506678e-06
484,35,6.51155279697239e-06
485,33,6.13946406571682e-06
486,35,6.51155279697239e-06
487,29,5.39528660320569e-06
488,26,4.83715350632235e-06
489,29,5.39528660320569e-06
490,30,5.58133096883348e-06
491,31,5.76737533446126e-06
492,28,5.20924223757791e-06
493,33,6.13946406571682e-06
494,30,5.58133096883348e-06
495,29,5.39528660320569e-06
496,37,6.88364152822795e-06
497,34,6.32550843134461e-06
498,35,6.51155279697239e-06
499,23,4.279020409439e-06
500,29,5.39528660320569e-06
501,39,7.25573025948352e-06
502,30,5.58133096883348e-06
503,34,6.32550843134461e-06
504,30,5.58133096883348e-06
505,28,5.20924223757791e-06
506,36,6.69759716260017e-06
507,24,4.46506477506678e-06
508,20,3.72088731255565e-06
509,27,5.02319787195013e-06
510,25,4.65110914069456e-06
511,27,5.02319787195013e-06
512,30,5.58133096883348e-06
513,22,4.09297604381122e-06
514,33,6.13946406571682e-06
515,20,3.72088731255565e-06
516,22,4.09297604381122e-06
517,28,5.20924223757791e-06
518,23,4.279020409439e-06
519,23,4.279020409439e-06
520,19,3.53484294692787e-06
521,24,4.46506477506678e-06
522,31,5.76737533446126e-06
523,22,4.09297604381122e-06
524,22,4.09297604381122e-06
525,26,4.83715350632235e-06
526,27,5.02319787195013e-06
527,23,4.279020409439e-06
528,28,5.20924223757791e-06
529,25,4.65110914069456e-06
530,34,6.32550843134461e-06
531,30,5.58133096883348e-06
532,24,4.46506477506678e-06
533,33,6.13946406571682e-06
534,37,6.88364152822795e-06
535,33,6.13946406571682e-06
536,17,3.1627542156723e-06
537,30,5.58133096883348e-06
538,23,4.279020409439e-06
539,26,4.83715350632235e-06
540,18,3.34879858130009e-06
541,23,4.279020409439e-06
542,23,4.279020409439e-06
543,24,4.46506477506678e-06
544,30,5.58133096883348e-06
545,28,5.20924223757791e-06
546,32,5.95341970008904e-06
547,22,4.09297604381122e-06
548,40,7.4417746251113e-06
549,21,3.90693167818343e-06
550,27,5.02319787195013e-06
551,31,5.76737533446126e-06
552,26,4.83715350632235e-06
553,35,6.51155279697239e-06
554,27,5.02319787195013e-06
555,17,3.1627542156723e-06
556,22,4.09297604381122e-06
557,25,4.65110914069456e-06
558,21,3.90693167818343e-06
559,14,2.60462111878896e-06
560,32,5.95341970008904e-06
561,19,3.53484294692787e-06
562,22,4.09297604381122e-06
563,19,3.53484294692787e-06
564,21,3.90693167818343e-06
565,24,4.46506477506678e-06
566,24,4.46506477506678e-06
567,29,5.39528660320569e-06
568,16,2.97670985004452e-06
569,24,4.46506477506678e-06
570,26,4.83715350632235e-06
571,21,3.90693167818343e-06
572,24,4.46506477506678e-06
573,17,3.1627542156723e-06
574,22,4.09297604381122e-06
575,10,1.86044365627783e-06
576,27,5.02319787195013e-06
577,14,2.60462111878896e-06
578,19,3.53484294692787e-06
579,22,4.09297604381122e-06
580,16,2.97670985004452e-06
581,11,2.04648802190561e-06
582,24,4.46506477506678e-06
583,26,4.83715350632235e-06
584,27,5.02319787195013e-06
585,24,4.46506477506678e-06
586,17,3.1627542156723e-06
587,26,4.83715350632235e-06
588,16,2.97670985004452e-06
589,17,3.1627542156723e-06
590,21,3.90693167818343e-06
591,27,5.02319787195013e-06
592,21,3.90693167818343e-06
593,23,4.279020409439e-06
594,22,4.09297604381122e-06
595,19,3.53484294692787e-06
596,22,4.09297604381122e-06
597,14,2.60462111878896e-06
598,18,3.34879858130009e-06
599,22,4.09297604381122e-06
600,27,5.02319787195013e-06
601,16,2.97670985004452e-06
602,22,4.09297604381122e-06
603,20,3.72088731255565e-06
604,21,3.90693167818343e-06
605,13,2.41857675316117e-06
606,18,3.34879858130009e-06
607,28,5.20924223757791e-06
608,25,4.65110914069456e-06
609,19,3.53484294692787e-06
610,13,2.41857675316117e-06
611,14,2.60462111878896e-06
612,13,2.41857675316117e-06
613,17,3.1627542156723e-06
614,11,2.04648802190561e-06
615,17,3.1627542156723e-06
616,11,2.04648802190561e-06
617,17,3.1627542156723e-06
618,20,3.72088731255565e-06
619,19,3.53484294692787e-06
620,15,2.79066548441674e-06
621,20,3.72088731255565e-06
622,20,3.72088731255565e-06
623,14,2.60462111878896e-06
624,13,2.41857675316117e-06
625,16,2.97670985004452e-06
626,17,3.1627542156723e-06
627,24,4.46506477506678e-06
628,13,2.41857675316117e-06
629,19,3.53484294692787e-06
630,17,3.1627542156723e-06
631,13,2.41857675316117e-06
632,12,2.23253238753339e-06
633,10,1.86044365627783e-06
634,15,2.79066548441674e-06
635,15,2.79066548441674e-06
636,20,3.72088731255565e-06
637,16,2.97670985004452e-06
638,15,2.79066548441674e-06
639,13,2.41857675316117e-06
640,16,2.97670985004452e-06
641,19,3.53484294692787e-06
642,15,2.79066548441674e-06
643,13,2.41857675316117e-06
644,17,3.1627542156723e-06
645,8,1.48835492502226e-06
646,14,2.60462111878896e-06
647,11,2.04648802190561e-06
648,20,3.72088731255565e-06
649,15,2.79066548441674e-06
650,21,3.90693167818343e-06
651,24,4.46506477506678e-06
652,14,2.60462111878896e-06
653,18,3.34879858130009e-06
654,16,2.97670985004452e-06
655,20,3.72088731255565e-06
656,17,3.1627542156723e-06
657,15,2.79066548441674e-06
658,17,3.1627542156723e-06
659,18,3.34879858130009e-06
660,13,2.41857675316117e-06
661,19,3.53484294692787e-06
662,20,3.72088731255565e-06
663,13,2.41857675316117e-06
664,18,3.34879858130009e-06
665,24,4.46506477506678e-06
666,17,3.1627542156723e-06
667,12,2.23253238753339e-06
668,12,2.23253238753339e-06
669,13,2.41857675316117e-06
670,14,2.60462111878896e-06
671,15,2.79066548441674e-06
672,14,2.60462111878896e-06
673,8,1.48835492502226e-06
674,23,4.279020409439e-06
675,19,3.53484294692787e-06
676,10,1.86044365627783e-06
677,15,2.79066548441674e-06
678,13,2.41857675316117e-06
679,20,3.72088731255565e-06
680,14,2.60462111878896e-06
681,9,1.67439929065004e-06
682,14,2.60462111878896e-06
683,13,2.41857675316117e-06
684,15,2.79066548441674e-06
685,18,3.34879858130009e-06
686,8,1.48835492502226e-06
687,12,2.23253238753339e-06
688,13,2.41857675316117e-06
689,15,2.79066548441674e-06
690,10,1.86044365627783e-06
691,18,3.34879858130009e-06
692,11,2.04648802190561e-06
693,11,2.04648802190561e-06
694,8,1.48835492502226e-06
695,18,3.34879858130009e-06
696,16,2.97670985004452e-06
697,9,1.67439929065004e-06
698,11,2.04648802190561e-06
699,14,2.60462111878896e-06
700,18,3.34879858130009e-06
701,10,1.86044365627783e-06
702,9,1.67439929065004e-06
703,21,3.90693167818343e-06
704,11,2.04648802190561e-06
705,22,4.09297604381122e-06
706,17,3.1627542156723e-06
707,14,2.60462111878896e-06
708,17,3.1627542156723e-06
709,11,2.04648802190561e-06
710,14,2.60462111878896e-06
711,19,3.53484294692787e-06
712,13,2.41857675316117e-06
713,21,3.90693167818343e-06
714,5,9.30221828138913e-07
715,13,2.41857675316117e-06
716,12,2.23253238753339e-06
717,13,2.41857675316117e-06
718,10,1.86044365627783e-06
719,13,2.41857675316117e-06
720,10,1.86044365627783e-06
721,4,7.4417746251113e-07
722,14,2.60462111878896e-06
723,9,1.67439929065004e-06
724,14,2.60462111878896e-06
725,12,2.23253238753339e-06
726,14,2.60462111878896e-06
727,15,2.79066548441674e-06
728,17,3.1627542156723e-06
729,9,1.67439929065004e-06
730,11,2.04648802190561e-06
731,13,2.41857675316117e-06
732,5,9.30221828138913e-07
733,13,2.41857675316117e-06
734,13,2.41857675316117e-06
735,17,3.1627542156723e-06
736,10,1.86044365627783e-06
737,13,2.41857675316117e-06
738,12,2.23253238753339e-06
739,18,3.34879858130009e-06
740,10,1.86044365627783e-06
741,13,2.41857675316117e-06
742,12,2.23253238753339e-06
743,17,3.1627542156723e-06
744,9,1.67439929065004e-06
745,14,2.60462111878896e-06
746,11,2.04648802190561e-06
747,5,9.30221828138913e-07
748,8,1.48835492502226e-06
749,9,1.67439929065004e-06
750,8,1.48835492502226e-06
751,9,1.67439929065004e-06
752,12,2.23253238753339e-06
753,13,2.41857675316117e-06
754,15,2.79066548441674e-06
755,9,1.67439929065004e-06
756,3,5.58133096883348e-07
757,6,1.1162661937667e-06
758,10,1.86044365627783e-06
759,9,1.67439929065004e-06
760,15,2.79066548441674e-06
761,9,1.67439929065004e-06
762,4,7.4417746251113e-07
763,10,1.86044365627783e-06
764,7,1.30231055939448e-06
765,7,1.30231055939448e-06
766,14,2.60462111878896e-06
767,10,1.86044365627783e-06
768,12,2.23253238753339e-06
769,8,1.48835492502226e-06
770,10,1.86044365627783e-06
771,12,2.23253238753339e-06
772,4,7.4417746251113e-07
773,11,2.04648802190561e-06
774,10,1.86044365627783e-06
775,10,1.86044365627783e-06
776,12,2.23253238753339e-06
777,7,1.30231055939448e-06
778,10,1.86044365627783e-06
779,7,1.30231055939448e-06
780,10,1.86044365627783e-06
781,14,2.60462111878896e-06
782,11,2.04648802190561e-06
783,10,1.86044365627783e-06
784,5,9.30221828138913e-07
785,4,7.4417746251113e-07
786,9,1.67439929065004e-06
787,8,1.48835492502226e-06
788,10,1.86044365627783e-06
789,11,2.04648802190561e-06
790,13,2.41857675316117e-06
791,13,2.41857675316117e-06
792,8,1.48835492502226e-06
793,10,1.86044365627783e-06
794,13,2.41857675316117e-06
795,7,1.30231055939448e-06
796,10,1.86044365627783e-06
797,6,1.1162661937667e-06
798,6,1.1162661937667e-06
799,8,1.48835492502226e-06
800,15,2.79066548441674e-06
801,11,2.04648802190561e-06
802,9,1.67439929065004e-06
803,6,1.1162661937667e-06
804,9,1.67439929065004e-06
805,12,2.23253238753339e-06
806,8,1.48835492502226e-06
807,7,1.30231055939448e-06
808,10,1.86044365627783e-06
809,6,1.1162661937667e-06
810,4,7.4417746251113e-07
811,13,2.41857675316117e-06
812,5,9.30221828138913e-07
813,5,9.30221828138913e-07
814,7,1.30231055939448e-06
815,10,1.86044365627783e-06
816,9,1.67439929065004e-06
817,10,1.86044365627783e-06
818,9,1.67439929065004e-06
819,8,1.48835492502226e-06
820,10,1.86044365627783e-06
821,6,1.1162661937667e-06
822,9,1.67439929065004e-06
823,7,1.30231055939448e-06
824,6,1.1162661937667e-06
825,7,1.30231055939448e-06
826,8,1.48835492502226e-06
827,6,1.1162661937667e-06
828,4,7.4417746251113e-07
829,8,1.48835492502226e-06
830,13,2.41857675316117e-06
831,8,1.48835492502226e-06
832,10,1.86044365627783e-06
833,3,5.58133096883348e-07
834,10,1.86044365627783e-06
835,8,1.48835492502226e-06
836,2,3.72088731255565e-07
837,8,1.48835492502226e-06
838,6,1.1162661937667e-06
839,6,1.1162661937667e-06
840,10,1.86044365627783e-06
841,4,7.4417746251113e-07
842,11,2.04648802190561e-06
843,8,1.48835492502226e-06
844,5,9.30221828138913e-07
845,9,1.67439929065004e-06
846,9,1.67439929065004e-06
847,18,3.34879858130009e-06
848,8,1.48835492502226e-06
849,6,1.1162661937667e-06
850,4,7.4417746251113e-07
851,8,1.48835492502226e-06
852,6,1.1162661937667e-06
853,7,1.30231055939448e-06
854,6,1.1162661937667e-06
855,8,1.48835492502226e-06
856,10,1.86044365627783e-06
857,3,5.58133096883348e-07
858,14,2.60462111878896e-06
859,10,1.86044365627783e-06
860,6,1.1162661937667e-06
861,6,1.1162661937667e-06
862,7,1.30231055939448e-06
863,7,1.30231055939448e-06
864,6,1.1162661937667e-06
865,6,1.1162661937667e-06
866,4,7.4417746251113e-07
867,5,9.30221828138913e-07
868,9,1.67439929065004e-06
869,4,7.4417746251113e-07
870,6,1.1162661937667e-06
871,9,1.67439929065004e-06
872,5,9.30221828138913e-07
873,4,7.4417746251113e-07
874,5,9.30221828138913e-07
875,7,1.30231055939448e-06
876,8,1.48835492502226e-06
877,5,9.30221828138913e-07
878,3,5.58133096883348e-07
879,6,1.1162661937667e-06
880,8,1.48835492502226e-06
881,8,1.48835492502226e-06
882,4,7.4417746251113e-07
883,10,1.86044365627783e-06
884,7,1.30231055939448e-06
885,8,1.48835492502226e-06
886,5,9.30221828138913e-07
887,8,1.48835492502226e-06
888,5,9.30221828138913e-07
889,4,7.4417746251113e-07
890,11,2.04648802190561e-06
891,5,9.30221828138913e-07
892,4,7.4417746251113e-07
893,3,5.58133096883348e-07
894,8,1.48835492502226e-06
895,6,1.1162661937667e-06
896,6,1.1162661937667e-06
897,9,1.67439929065004e-06
898,7,1.30231055939448e-06
899,5,9.30221828138913e-07
900,4,7.4417746251113e-07
901,4,7.4417746251113e-07
902,8,1.48835492502226e-06
903,8,1.48835492502226e-06
904,3,5.58133096883348e-07
905,6,1.1162661937667e-06
906,4,7.4417746251113e-07
907,10,1.86044365627783e-06
908,5,9.30221828138913e-07
909,7,1.30231055939448e-06
910,5,9.30221828138913e-07
911,8,1.48835492502226e-06
912,10,1.86044365627783e-06
913,7,1.30231055939448e-06
914,6,1.1162661937667e-06
915,5,9.30221828138913e-07
916,4,7.4417746251113e-07
917,9,1.67439929065004e-06
918,9,1.67439929065004e-06
919,7,1.30231055939448e-06
920,6,1.1162661937667e-06
921,9,1.67439929065004e-06
922,8,1.48835492502226e-06
923,6,1.1162661937667e-06
924,6,1.1162661937667e-06
925,4,7.4417746251113e-07
926,10,1.86044365627783e-06
927,8,1.48835492502226e-06
928,5,9.30221828138913e-07
929,10,1.86044365627783e-06
930,9,1.67439929065004e-06
931,7,1.30231055939448e-06
932,7,1.30231055939448e-06
933,7,1.30231055939448e-06
934,5,9.30221828138913e-07
935,3,5.58133096883348e-07
936,8,1.48835492502226e-06
937,7,1.30231055939448e-06
938,8,1.48835492502226e-06
939,11,2.04648802190561e-06
940,10,1.86044365627783e-06
941,2,3.72088731255565e-07
942,7,1.30231055939448e-06
