"i","N","p_hat"
1726,3,0.000200830097737314
1727,2,0.000133886731824876
1728,1,6.69433659124381e-05
1729,2,0.000133886731824876
1730,2,0.000133886731824876
1732,5,0.00033471682956219
1733,2,0.000133886731824876
1734,4,0.000267773463649752
1735,4,0.000267773463649752
1736,1,6.69433659124381e-05
1737,1,6.69433659124381e-05
1738,1,6.69433659124381e-05
1739,1,6.69433659124381e-05
1740,5,0.00033471682956219
1741,2,0.000133886731824876
1742,1,6.69433659124381e-05
1743,4,0.000267773463649752
1744,1,6.69433659124381e-05
1745,3,0.000200830097737314
1746,3,0.000200830097737314
1747,3,0.000200830097737314
1748,3,0.000200830097737314
1749,4,0.000267773463649752
1750,1,6.69433659124381e-05
1751,3,0.000200830097737314
1752,3,0.000200830097737314
1753,2,0.000133886731824876
1755,5,0.00033471682956219
1756,5,0.00033471682956219
1757,4,0.000267773463649752
1758,7,0.000468603561387067
1759,3,0.000200830097737314
1760,5,0.00033471682956219
1761,3,0.000200830097737314
1763,2,0.000133886731824876
1764,1,6.69433659124381e-05
1765,4,0.000267773463649752
1766,2,0.000133886731824876
1767,5,0.00033471682956219
1768,4,0.000267773463649752
1769,2,0.000133886731824876
1770,3,0.000200830097737314
1771,4,0.000267773463649752
1772,4,0.000267773463649752
1773,3,0.000200830097737314
1774,6,0.000401660195474628
1775,1,6.69433659124381e-05
1776,4,0.000267773463649752
1777,2,0.000133886731824876
1778,5,0.00033471682956219
1779,1,6.69433659124381e-05
1780,2,0.000133886731824876
1781,2,0.000133886731824876
1782,4,0.000267773463649752
1783,1,6.69433659124381e-05
1784,4,0.000267773463649752
1785,4,0.000267773463649752
1786,3,0.000200830097737314
1787,3,0.000200830097737314
1788,2,0.000133886731824876
1789,4,0.000267773463649752
1790,7,0.000468603561387067
1791,4,0.000267773463649752
1792,2,0.000133886731824876
1793,7,0.000468603561387067
1794,4,0.000267773463649752
1795,5,0.00033471682956219
1796,2,0.000133886731824876
1797,1,6.69433659124381e-05
1798,2,0.000133886731824876
1799,4,0.000267773463649752
1800,3,0.000200830097737314
1801,4,0.000267773463649752
1802,2,0.000133886731824876
1803,2,0.000133886731824876
1804,2,0.000133886731824876
1805,1,6.69433659124381e-05
1806,4,0.000267773463649752
1807,3,0.000200830097737314
1808,3,0.000200830097737314
1809,2,0.000133886731824876
1810,1,6.69433659124381e-05
1811,1,6.69433659124381e-05
1812,2,0.000133886731824876
1813,2,0.000133886731824876
1814,5,0.00033471682956219
1815,3,0.000200830097737314
1816,4,0.000267773463649752
1817,2,0.000133886731824876
1818,5,0.00033471682956219
1819,1,6.69433659124381e-05
1820,2,0.000133886731824876
1821,3,0.000200830097737314
1822,3,0.000200830097737314
1823,2,0.000133886731824876
1824,4,0.000267773463649752
1825,5,0.00033471682956219
1826,4,0.000267773463649752
1827,4,0.000267773463649752
1828,2,0.000133886731824876
1829,1,6.69433659124381e-05
1830,2,0.000133886731824876
1831,6,0.000401660195474628
1832,3,0.000200830097737314
1833,1,6.69433659124381e-05
1834,2,0.000133886731824876
1835,2,0.000133886731824876
1836,5,0.00033471682956219
1837,3,0.000200830097737314
1838,3,0.000200830097737314
1839,2,0.000133886731824876
1840,3,0.000200830097737314
1841,3,0.000200830097737314
1842,4,0.000267773463649752
1843,2,0.000133886731824876
1845,2,0.000133886731824876
1846,4,0.000267773463649752
1847,2,0.000133886731824876
1848,2,0.000133886731824876
1849,3,0.000200830097737314
1850,2,0.000133886731824876
1851,3,0.000200830097737314
1852,4,0.000267773463649752
1853,1,6.69433659124381e-05
1854,3,0.000200830097737314
1855,1,6.69433659124381e-05
1856,2,0.000133886731824876
1857,2,0.000133886731824876
1858,1,6.69433659124381e-05
1859,2,0.000133886731824876
1860,1,6.69433659124381e-05
1861,4,0.000267773463649752
1862,1,6.69433659124381e-05
1863,4,0.000267773463649752
1864,3,0.000200830097737314
1865,3,0.000200830097737314
1866,4,0.000267773463649752
1867,4,0.000267773463649752
1868,3,0.000200830097737314
1869,1,6.69433659124381e-05
1870,1,6.69433659124381e-05
1871,4,0.000267773463649752
1872,3,0.000200830097737314
1873,5,0.00033471682956219
1874,1,6.69433659124381e-05
1875,4,0.000267773463649752
1876,2,0.000133886731824876
1877,1,6.69433659124381e-05
1878,5,0.00033471682956219
1880,3,0.000200830097737314
1881,2,0.000133886731824876
1882,2,0.000133886731824876
1883,3,0.000200830097737314
1884,2,0.000133886731824876
1885,4,0.000267773463649752
1886,6,0.000401660195474628
1887,1,6.69433659124381e-05
1888,4,0.000267773463649752
1889,4,0.000267773463649752
1890,3,0.000200830097737314
1891,1,6.69433659124381e-05
1892,1,6.69433659124381e-05
1893,2,0.000133886731824876
1894,3,0.000200830097737314
1895,2,0.000133886731824876
1896,3,0.000200830097737314
1897,3,0.000200830097737314
1898,2,0.000133886731824876
1899,5,0.00033471682956219
1901,2,0.000133886731824876
1902,3,0.000200830097737314
1903,5,0.00033471682956219
1904,1,6.69433659124381e-05
1906,2,0.000133886731824876
1907,2,0.000133886731824876
1908,5,0.00033471682956219
1909,3,0.000200830097737314
1911,1,6.69433659124381e-05
1912,1,6.69433659124381e-05
1913,2,0.000133886731824876
1914,2,0.000133886731824876
1915,2,0.000133886731824876
1916,1,6.69433659124381e-05
1917,5,0.00033471682956219
1918,5,0.00033471682956219
1921,4,0.000267773463649752
1922,3,0.000200830097737314
1923,2,0.000133886731824876
1924,2,0.000133886731824876
1925,1,6.69433659124381e-05
1926,3,0.000200830097737314
1927,1,6.69433659124381e-05
1928,3,0.000200830097737314
1930,2,0.000133886731824876
1932,3,0.000200830097737314
1933,2,0.000133886731824876
1934,2,0.000133886731824876
1935,1,6.69433659124381e-05
1936,3,0.000200830097737314
1937,2,0.000133886731824876
1938,2,0.000133886731824876
1939,5,0.00033471682956219
1940,2,0.000133886731824876
1941,2,0.000133886731824876
1942,2,0.000133886731824876
1943,1,6.69433659124381e-05
1945,4,0.000267773463649752
1946,2,0.000133886731824876
1947,2,0.000133886731824876
1948,4,0.000267773463649752
1949,3,0.000200830097737314
1950,1,6.69433659124381e-05
1951,4,0.000267773463649752
1952,3,0.000200830097737314
1953,2,0.000133886731824876
1954,2,0.000133886731824876
1955,2,0.000133886731824876
1956,1,6.69433659124381e-05
1957,6,0.000401660195474628
1959,1,6.69433659124381e-05
1960,2,0.000133886731824876
1961,3,0.000200830097737314
1962,2,0.000133886731824876
1965,1,6.69433659124381e-05
1966,1,6.69433659124381e-05
1969,2,0.000133886731824876
1970,1,6.69433659124381e-05
1971,3,0.000200830097737314
1972,3,0.000200830097737314
1973,1,6.69433659124381e-05
1974,3,0.000200830097737314
1975,5,0.00033471682956219
1976,3,0.000200830097737314
1977,1,6.69433659124381e-05
1978,1,6.69433659124381e-05
1979,1,6.69433659124381e-05
1980,6,0.000401660195474628
1981,1,6.69433659124381e-05
1982,3,0.000200830097737314
1983,2,0.000133886731824876
1985,1,6.69433659124381e-05
1986,4,0.000267773463649752
1987,3,0.000200830097737314
1988,2,0.000133886731824876
1989,3,0.000200830097737314
1991,2,0.000133886731824876
1992,1,6.69433659124381e-05
1993,4,0.000267773463649752
1994,4,0.000267773463649752
1995,1,6.69433659124381e-05
1996,1,6.69433659124381e-05
1997,2,0.000133886731824876
1998,2,0.000133886731824876
1999,1,6.69433659124381e-05
2000,2,0.000133886731824876
2001,2,0.000133886731824876
2002,3,0.000200830097737314
2004,2,0.000133886731824876
2005,3,0.000200830097737314
2006,3,0.000200830097737314
2007,4,0.000267773463649752
2008,6,0.000401660195474628
2009,2,0.000133886731824876
2010,2,0.000133886731824876
2011,2,0.000133886731824876
2012,2,0.000133886731824876
2013,2,0.000133886731824876
2014,1,6.69433659124381e-05
2015,3,0.000200830097737314
2017,2,0.000133886731824876
2018,3,0.000200830097737314
2019,2,0.000133886731824876
2020,2,0.000133886731824876
2021,1,6.69433659124381e-05
2022,3,0.000200830097737314
2023,2,0.000133886731824876
2025,3,0.000200830097737314
2026,1,6.69433659124381e-05
2027,3,0.000200830097737314
2028,3,0.000200830097737314
2029,3,0.000200830097737314
2030,1,6.69433659124381e-05
2031,3,0.000200830097737314
2032,1,6.69433659124381e-05
2033,1,6.69433659124381e-05
2034,4,0.000267773463649752
2035,2,0.000133886731824876
2036,2,0.000133886731824876
2037,2,0.000133886731824876
2038,2,0.000133886731824876
2039,2,0.000133886731824876
2040,1,6.69433659124381e-05
2041,4,0.000267773463649752
2042,5,0.00033471682956219
2043,5,0.00033471682956219
2044,2,0.000133886731824876
2045,5,0.00033471682956219
2046,2,0.000133886731824876
2047,2,0.000133886731824876
2048,1,6.69433659124381e-05
2049,3,0.000200830097737314
2050,2,0.000133886731824876
2051,3,0.000200830097737314
2052,4,0.000267773463649752
2053,3,0.000200830097737314
2055,2,0.000133886731824876
2057,2,0.000133886731824876
2059,2,0.000133886731824876
2061,2,0.000133886731824876
2062,5,0.00033471682956219
2063,1,6.69433659124381e-05
2064,1,6.69433659124381e-05
2066,3,0.000200830097737314
2067,2,0.000133886731824876
2068,3,0.000200830097737314
2069,3,0.000200830097737314
2070,2,0.000133886731824876
2071,5,0.00033471682956219
2072,4,0.000267773463649752
2073,2,0.000133886731824876
2074,1,6.69433659124381e-05
2075,2,0.000133886731824876
2076,1,6.69433659124381e-05
2077,2,0.000133886731824876
2078,3,0.000200830097737314
2079,1,6.69433659124381e-05
2080,5,0.00033471682956219
2081,1,6.69433659124381e-05
2082,2,0.000133886731824876
2084,2,0.000133886731824876
2085,1,6.69433659124381e-05
2086,3,0.000200830097737314
2087,3,0.000200830097737314
2088,2,0.000133886731824876
2089,4,0.000267773463649752
2090,2,0.000133886731824876
2091,2,0.000133886731824876
2092,2,0.000133886731824876
2093,2,0.000133886731824876
2094,3,0.000200830097737314
2095,2,0.000133886731824876
2096,2,0.000133886731824876
2097,4,0.000267773463649752
2098,3,0.000200830097737314
2099,1,6.69433659124381e-05
2100,4,0.000267773463649752
2101,2,0.000133886731824876
2102,4,0.000267773463649752
2104,1,6.69433659124381e-05
2105,3,0.000200830097737314
2106,1,6.69433659124381e-05
2107,4,0.000267773463649752
2108,1,6.69433659124381e-05
2109,1,6.69433659124381e-05
2110,4,0.000267773463649752
2111,1,6.69433659124381e-05
2112,4,0.000267773463649752
2113,2,0.000133886731824876
2114,1,6.69433659124381e-05
2115,3,0.000200830097737314
2116,2,0.000133886731824876
2117,1,6.69433659124381e-05
2118,2,0.000133886731824876
2119,2,0.000133886731824876
2120,2,0.000133886731824876
2121,3,0.000200830097737314
2122,2,0.000133886731824876
2123,3,0.000200830097737314
2124,2,0.000133886731824876
2125,2,0.000133886731824876
2126,2,0.000133886731824876
2127,5,0.00033471682956219
2128,4,0.000267773463649752
2129,2,0.000133886731824876
2130,3,0.000200830097737314
2131,1,6.69433659124381e-05
2132,1,6.69433659124381e-05
2133,4,0.000267773463649752
2134,3,0.000200830097737314
2135,4,0.000267773463649752
2136,2,0.000133886731824876
2137,2,0.000133886731824876
2138,1,6.69433659124381e-05
2139,2,0.000133886731824876
2142,4,0.000267773463649752
2143,3,0.000200830097737314
2144,2,0.000133886731824876
2145,2,0.000133886731824876
2147,2,0.000133886731824876
2148,3,0.000200830097737314
2149,2,0.000133886731824876
2151,2,0.000133886731824876
2152,2,0.000133886731824876
2153,2,0.000133886731824876
2154,3,0.000200830097737314
2155,4,0.000267773463649752
2156,2,0.000133886731824876
2158,1,6.69433659124381e-05
2159,5,0.00033471682956219
2162,2,0.000133886731824876
2163,1,6.69433659124381e-05
2164,2,0.000133886731824876
2165,2,0.000133886731824876
2166,2,0.000133886731824876
2167,3,0.000200830097737314
2168,3,0.000200830097737314
2171,1,6.69433659124381e-05
2172,1,6.69433659124381e-05
2173,3,0.000200830097737314
2174,2,0.000133886731824876
2175,2,0.000133886731824876
2176,4,0.000267773463649752
2177,3,0.000200830097737314
2178,3,0.000200830097737314
2179,2,0.000133886731824876
2180,5,0.00033471682956219
2181,3,0.000200830097737314
2182,2,0.000133886731824876
2183,3,0.000200830097737314
2185,2,0.000133886731824876
2187,3,0.000200830097737314
2188,1,6.69433659124381e-05
2189,3,0.000200830097737314
2190,4,0.000267773463649752
2191,3,0.000200830097737314
2192,2,0.000133886731824876
2193,3,0.000200830097737314
2194,4,0.000267773463649752
2195,1,6.69433659124381e-05
2196,3,0.000200830097737314
2197,2,0.000133886731824876
2198,1,6.69433659124381e-05
2200,2,0.000133886731824876
2201,3,0.000200830097737314
2202,2,0.000133886731824876
2203,2,0.000133886731824876
2204,2,0.000133886731824876
2205,1,6.69433659124381e-05
2206,3,0.000200830097737314
2207,1,6.69433659124381e-05
2208,5,0.00033471682956219
2210,3,0.000200830097737314
2211,2,0.000133886731824876
2212,4,0.000267773463649752
2213,1,6.69433659124381e-05
2214,1,6.69433659124381e-05
2215,1,6.69433659124381e-05
2216,4,0.000267773463649752
2217,3,0.000200830097737314
2218,1,6.69433659124381e-05
2219,2,0.000133886731824876
2220,1,6.69433659124381e-05
2221,2,0.000133886731824876
2222,1,6.69433659124381e-05
2223,2,0.000133886731824876
2224,2,0.000133886731824876
2225,1,6.69433659124381e-05
2226,2,0.000133886731824876
2227,3,0.000200830097737314
2228,3,0.000200830097737314
2229,2,0.000133886731824876
2230,5,0.00033471682956219
2231,3,0.000200830097737314
2232,2,0.000133886731824876
2233,1,6.69433659124381e-05
2234,4,0.000267773463649752
2235,1,6.69433659124381e-05
2236,2,0.000133886731824876
2237,3,0.000200830097737314
2238,2,0.000133886731824876
2240,4,0.000267773463649752
2241,1,6.69433659124381e-05
2243,4,0.000267773463649752
2244,3,0.000200830097737314
2245,1,6.69433659124381e-05
2246,1,6.69433659124381e-05
2248,1,6.69433659124381e-05
2250,1,6.69433659124381e-05
2251,3,0.000200830097737314
2254,1,6.69433659124381e-05
2255,1,6.69433659124381e-05
2256,1,6.69433659124381e-05
2257,3,0.000200830097737314
2258,1,6.69433659124381e-05
2259,3,0.000200830097737314
2260,3,0.000200830097737314
2261,3,0.000200830097737314
2263,1,6.69433659124381e-05
2264,2,0.000133886731824876
2265,4,0.000267773463649752
2266,3,0.000200830097737314
2267,1,6.69433659124381e-05
2268,3,0.000200830097737314
2269,1,6.69433659124381e-05
2271,2,0.000133886731824876
2272,3,0.000200830097737314
2273,1,6.69433659124381e-05
2275,1,6.69433659124381e-05
2276,1,6.69433659124381e-05
2277,3,0.000200830097737314
2279,2,0.000133886731824876
2280,4,0.000267773463649752
2281,1,6.69433659124381e-05
2282,2,0.000133886731824876
2283,2,0.000133886731824876
2284,1,6.69433659124381e-05
2286,3,0.000200830097737314
2287,1,6.69433659124381e-05
2288,4,0.000267773463649752
2289,1,6.69433659124381e-05
2290,1,6.69433659124381e-05
2291,1,6.69433659124381e-05
2292,3,0.000200830097737314
2293,3,0.000200830097737314
2294,2,0.000133886731824876
2295,2,0.000133886731824876
2296,4,0.000267773463649752
2297,1,6.69433659124381e-05
2298,3,0.000200830097737314
2299,2,0.000133886731824876
2300,4,0.000267773463649752
2301,2,0.000133886731824876
2302,3,0.000200830097737314
2303,2,0.000133886731824876
2304,2,0.000133886731824876
2305,3,0.000200830097737314
2306,1,6.69433659124381e-05
2307,2,0.000133886731824876
2308,4,0.000267773463649752
2310,1,6.69433659124381e-05
2311,1,6.69433659124381e-05
2312,3,0.000200830097737314
2313,3,0.000200830097737314
2314,1,6.69433659124381e-05
2317,1,6.69433659124381e-05
2318,2,0.000133886731824876
2319,3,0.000200830097737314
2320,4,0.000267773463649752
2321,1,6.69433659124381e-05
2322,4,0.000267773463649752
2323,2,0.000133886731824876
2324,2,0.000133886731824876
2325,4,0.000267773463649752
2326,4,0.000267773463649752
2327,2,0.000133886731824876
2328,3,0.000200830097737314
2329,3,0.000200830097737314
2330,1,6.69433659124381e-05
2331,3,0.000200830097737314
2332,2,0.000133886731824876
2334,2,0.000133886731824876
2335,2,0.000133886731824876
2336,3,0.000200830097737314
2337,2,0.000133886731824876
2338,1,6.69433659124381e-05
2340,1,6.69433659124381e-05
2341,1,6.69433659124381e-05
2342,1,6.69433659124381e-05
2343,1,6.69433659124381e-05
2344,1,6.69433659124381e-05
2345,1,6.69433659124381e-05
2346,1,6.69433659124381e-05
2347,2,0.000133886731824876
2348,1,6.69433659124381e-05
2350,4,0.000267773463649752
2352,2,0.000133886731824876
2353,3,0.000200830097737314
2354,1,6.69433659124381e-05
2355,2,0.000133886731824876
2357,2,0.000133886731824876
2358,2,0.000133886731824876
2359,1,6.69433659124381e-05
2360,2,0.000133886731824876
2361,3,0.000200830097737314
2364,1,6.69433659124381e-05
2365,1,6.69433659124381e-05
2366,2,0.000133886731824876
2367,2,0.000133886731824876
2368,1,6.69433659124381e-05
2369,1,6.69433659124381e-05
2370,3,0.000200830097737314
2371,5,0.00033471682956219
2372,1,6.69433659124381e-05
2373,1,6.69433659124381e-05
2374,2,0.000133886731824876
2375,1,6.69433659124381e-05
2376,2,0.000133886731824876
2377,3,0.000200830097737314
2378,3,0.000200830097737314
2379,2,0.000133886731824876
2380,1,6.69433659124381e-05
2381,1,6.69433659124381e-05
2382,2,0.000133886731824876
2383,1,6.69433659124381e-05
2384,1,6.69433659124381e-05
2385,3,0.000200830097737314
2386,3,0.000200830097737314
2387,3,0.000200830097737314
2388,1,6.69433659124381e-05
2390,1,6.69433659124381e-05
2391,3,0.000200830097737314
2392,1,6.69433659124381e-05
2393,2,0.000133886731824876
2395,2,0.000133886731824876
2396,2,0.000133886731824876
2397,1,6.69433659124381e-05
2398,1,6.69433659124381e-05
2399,1,6.69433659124381e-05
2400,1,6.69433659124381e-05
2401,2,0.000133886731824876
2402,2,0.000133886731824876
2403,1,6.69433659124381e-05
2404,1,6.69433659124381e-05
2405,2,0.000133886731824876
2406,2,0.000133886731824876
2407,2,0.000133886731824876
2408,1,6.69433659124381e-05
2409,2,0.000133886731824876
2411,1,6.69433659124381e-05
2412,2,0.000133886731824876
2413,2,0.000133886731824876
2415,1,6.69433659124381e-05
2416,2,0.000133886731824876
2417,2,0.000133886731824876
2418,2,0.000133886731824876
2419,2,0.000133886731824876
2420,2,0.000133886731824876
2421,3,0.000200830097737314
2422,5,0.00033471682956219
2424,1,6.69433659124381e-05
2425,1,6.69433659124381e-05
2426,2,0.000133886731824876
2427,2,0.000133886731824876
2428,2,0.000133886731824876
2429,1,6.69433659124381e-05
2430,2,0.000133886731824876
2431,1,6.69433659124381e-05
2432,3,0.000200830097737314
2433,1,6.69433659124381e-05
2435,3,0.000200830097737314
2436,1,6.69433659124381e-05
2437,5,0.00033471682956219
2438,2,0.000133886731824876
2439,1,6.69433659124381e-05
2440,1,6.69433659124381e-05
2441,8,0.000535546927299505
2442,2,0.000133886731824876
2443,1,6.69433659124381e-05
2444,4,0.000267773463649752
2445,1,6.69433659124381e-05
2446,3,0.000200830097737314
2447,2,0.000133886731824876
2448,1,6.69433659124381e-05
2450,1,6.69433659124381e-05
2452,1,6.69433659124381e-05
2453,2,0.000133886731824876
2455,2,0.000133886731824876
2457,1,6.69433659124381e-05
2458,3,0.000200830097737314
2459,2,0.000133886731824876
2460,2,0.000133886731824876
2461,1,6.69433659124381e-05
2462,2,0.000133886731824876
2463,3,0.000200830097737314
2465,3,0.000200830097737314
2466,2,0.000133886731824876
2467,1,6.69433659124381e-05
2468,1,6.69433659124381e-05
2469,3,0.000200830097737314
2470,1,6.69433659124381e-05
2471,2,0.000133886731824876
2472,1,6.69433659124381e-05
2473,2,0.000133886731824876
2476,3,0.000200830097737314
2478,1,6.69433659124381e-05
2479,3,0.000200830097737314
2480,1,6.69433659124381e-05
2481,1,6.69433659124381e-05
2482,4,0.000267773463649752
2483,2,0.000133886731824876
2484,4,0.000267773463649752
2485,2,0.000133886731824876
2486,2,0.000133886731824876
2487,6,0.000401660195474628
2488,5,0.00033471682956219
2489,4,0.000267773463649752
2490,4,0.000267773463649752
2494,4,0.000267773463649752
2495,4,0.000267773463649752
2496,2,0.000133886731824876
2497,2,0.000133886731824876
2498,2,0.000133886731824876
2500,1,6.69433659124381e-05
2501,2,0.000133886731824876
2502,2,0.000133886731824876
2503,4,0.000267773463649752
2504,1,6.69433659124381e-05
2505,1,6.69433659124381e-05
2506,1,6.69433659124381e-05
2507,1,6.69433659124381e-05
2508,2,0.000133886731824876
2509,1,6.69433659124381e-05
2510,3,0.000200830097737314
2511,1,6.69433659124381e-05
2512,1,6.69433659124381e-05
2513,1,6.69433659124381e-05
2514,1,6.69433659124381e-05
2516,2,0.000133886731824876
2517,1,6.69433659124381e-05
2518,1,6.69433659124381e-05
2519,2,0.000133886731824876
2520,5,0.00033471682956219
2521,2,0.000133886731824876
2523,2,0.000133886731824876
2525,3,0.000200830097737314
2526,1,6.69433659124381e-05
2527,3,0.000200830097737314
2528,3,0.000200830097737314
2529,3,0.000200830097737314
2530,2,0.000133886731824876
2531,2,0.000133886731824876
2532,2,0.000133886731824876
2533,1,6.69433659124381e-05
2534,3,0.000200830097737314
2535,3,0.000200830097737314
2536,1,6.69433659124381e-05
2537,3,0.000200830097737314
2538,3,0.000200830097737314
2539,3,0.000200830097737314
2540,2,0.000133886731824876
2541,1,6.69433659124381e-05
2542,1,6.69433659124381e-05
2543,1,6.69433659124381e-05
2546,1,6.69433659124381e-05
2547,2,0.000133886731824876
2548,2,0.000133886731824876
2549,6,0.000401660195474628
2550,2,0.000133886731824876
2551,1,6.69433659124381e-05
2552,2,0.000133886731824876
2553,3,0.000200830097737314
2554,2,0.000133886731824876
2555,2,0.000133886731824876
2556,4,0.000267773463649752
2558,5,0.00033471682956219
2559,2,0.000133886731824876
2560,2,0.000133886731824876
2561,1,6.69433659124381e-05
2562,4,0.000267773463649752
2563,3,0.000200830097737314
2566,1,6.69433659124381e-05
2567,3,0.000200830097737314
2568,2,0.000133886731824876
2569,3,0.000200830097737314
2570,1,6.69433659124381e-05
2571,2,0.000133886731824876
2572,2,0.000133886731824876
2573,1,6.69433659124381e-05
2574,1,6.69433659124381e-05
2575,1,6.69433659124381e-05
2576,2,0.000133886731824876
2577,2,0.000133886731824876
2578,1,6.69433659124381e-05
2579,4,0.000267773463649752
2580,3,0.000200830097737314
2581,3,0.000200830097737314
2582,1,6.69433659124381e-05
2583,3,0.000200830097737314
2584,1,6.69433659124381e-05
2585,2,0.000133886731824876
2587,1,6.69433659124381e-05
2588,1,6.69433659124381e-05
2591,2,0.000133886731824876
2593,3,0.000200830097737314
2595,4,0.000267773463649752
2597,2,0.000133886731824876
2598,1,6.69433659124381e-05
2599,3,0.000200830097737314
2600,2,0.000133886731824876
2601,1,6.69433659124381e-05
2603,4,0.000267773463649752
2604,2,0.000133886731824876
2605,2,0.000133886731824876
2606,2,0.000133886731824876
2608,3,0.000200830097737314
2609,1,6.69433659124381e-05
2610,2,0.000133886731824876
2611,2,0.000133886731824876
2612,2,0.000133886731824876
2614,1,6.69433659124381e-05
2615,1,6.69433659124381e-05
2616,2,0.000133886731824876
2617,2,0.000133886731824876
2619,3,0.000200830097737314
2620,2,0.000133886731824876
2623,3,0.000200830097737314
2624,2,0.000133886731824876
2625,1,6.69433659124381e-05
2626,4,0.000267773463649752
2627,2,0.000133886731824876
2628,2,0.000133886731824876
2629,3,0.000200830097737314
2630,3,0.000200830097737314
2631,3,0.000200830097737314
2632,3,0.000200830097737314
2633,3,0.000200830097737314
2635,2,0.000133886731824876
2637,1,6.69433659124381e-05
2638,3,0.000200830097737314
2640,2,0.000133886731824876
2642,2,0.000133886731824876
2643,2,0.000133886731824876
2645,1,6.69433659124381e-05
2646,2,0.000133886731824876
2649,2,0.000133886731824876
2650,1,6.69433659124381e-05
2651,1,6.69433659124381e-05
2652,1,6.69433659124381e-05
2653,1,6.69433659124381e-05
2654,1,6.69433659124381e-05
2655,2,0.000133886731824876
2656,2,0.000133886731824876
2657,4,0.000267773463649752
2659,1,6.69433659124381e-05
2660,4,0.000267773463649752
2661,2,0.000133886731824876
2662,2,0.000133886731824876
2663,1,6.69433659124381e-05
2664,3,0.000200830097737314
2666,1,6.69433659124381e-05
2667,5,0.00033471682956219
2668,4,0.000267773463649752
2669,3,0.000200830097737314
2670,1,6.69433659124381e-05
2671,2,0.000133886731824876
2673,4,0.000267773463649752
2674,3,0.000200830097737314
2675,1,6.69433659124381e-05
2676,1,6.69433659124381e-05
2679,3,0.000200830097737314
2681,3,0.000200830097737314
2682,5,0.00033471682956219
2683,3,0.000200830097737314
2684,3,0.000200830097737314
2685,3,0.000200830097737314
2686,1,6.69433659124381e-05
2688,2,0.000133886731824876
2690,2,0.000133886731824876
2691,4,0.000267773463649752
2692,3,0.000200830097737314
2693,4,0.000267773463649752
2694,2,0.000133886731824876
2695,5,0.00033471682956219
2696,1,6.69433659124381e-05
2697,2,0.000133886731824876
2698,1,6.69433659124381e-05
2700,2,0.000133886731824876
2702,3,0.000200830097737314
2703,3,0.000200830097737314
2704,2,0.000133886731824876
2705,1,6.69433659124381e-05
2706,1,6.69433659124381e-05
2707,2,0.000133886731824876
2708,1,6.69433659124381e-05
2710,1,6.69433659124381e-05
2711,1,6.69433659124381e-05
2712,1,6.69433659124381e-05
2713,2,0.000133886731824876
2714,1,6.69433659124381e-05
2715,1,6.69433659124381e-05
2716,1,6.69433659124381e-05
2717,1,6.69433659124381e-05
2718,3,0.000200830097737314
2719,4,0.000267773463649752
2720,2,0.000133886731824876
2721,2,0.000133886731824876
2722,1,6.69433659124381e-05
2723,2,0.000133886731824876
2724,2,0.000133886731824876
2725,2,0.000133886731824876
2726,2,0.000133886731824876
2727,2,0.000133886731824876
2728,1,6.69433659124381e-05
2729,1,6.69433659124381e-05
2730,1,6.69433659124381e-05
2731,3,0.000200830097737314
2732,2,0.000133886731824876
2733,1,6.69433659124381e-05
2734,1,6.69433659124381e-05
2735,3,0.000200830097737314
2737,3,0.000200830097737314
2738,3,0.000200830097737314
2739,2,0.000133886731824876
2740,3,0.000200830097737314
2741,2,0.000133886731824876
2742,1,6.69433659124381e-05
2743,3,0.000200830097737314
2744,1,6.69433659124381e-05
2746,2,0.000133886731824876
2748,3,0.000200830097737314
2749,1,6.69433659124381e-05
2750,1,6.69433659124381e-05
2751,4,0.000267773463649752
2752,1,6.69433659124381e-05
2754,1,6.69433659124381e-05
2755,1,6.69433659124381e-05
2756,1,6.69433659124381e-05
2757,2,0.000133886731824876
2760,1,6.69433659124381e-05
2762,1,6.69433659124381e-05
2763,4,0.000267773463649752
2764,2,0.000133886731824876
2765,2,0.000133886731824876
2766,2,0.000133886731824876
2767,1,6.69433659124381e-05
2769,2,0.000133886731824876
2771,1,6.69433659124381e-05
2772,4,0.000267773463649752
2773,3,0.000200830097737314
2775,3,0.000200830097737314
2776,4,0.000267773463649752
2777,3,0.000200830097737314
2778,2,0.000133886731824876
2779,3,0.000200830097737314
2780,2,0.000133886731824876
2781,1,6.69433659124381e-05
2782,2,0.000133886731824876
2783,1,6.69433659124381e-05
2784,1,6.69433659124381e-05
2786,3,0.000200830097737314
2789,2,0.000133886731824876
2791,3,0.000200830097737314
2792,1,6.69433659124381e-05
2793,1,6.69433659124381e-05
2794,2,0.000133886731824876
2796,2,0.000133886731824876
2797,1,6.69433659124381e-05
2798,2,0.000133886731824876
2799,1,6.69433659124381e-05
2800,2,0.000133886731824876
2801,1,6.69433659124381e-05
2802,3,0.000200830097737314
2803,2,0.000133886731824876
2804,2,0.000133886731824876
2805,1,6.69433659124381e-05
2807,2,0.000133886731824876
2808,2,0.000133886731824876
2809,1,6.69433659124381e-05
2810,1,6.69433659124381e-05
2811,3,0.000200830097737314
2812,1,6.69433659124381e-05
2813,2,0.000133886731824876
2815,2,0.000133886731824876
2816,1,6.69433659124381e-05
2817,2,0.000133886731824876
2818,3,0.000200830097737314
2819,2,0.000133886731824876
2820,4,0.000267773463649752
2821,2,0.000133886731824876
